ID,roi_c_min,roi_c_max,roi_r_min,roi_r_max,roi_length
4818532,66,149,24,107,52
4818593,60,143,34,117,52
4819024,90,158,68,136,43
4819123,70,153,30,113,52
4819492,68,162,29,123,59
4819598,59,143,33,117,53
4820029,66,161,6,101,60
4820148,61,151,13,103,57
4820352,67,136,34,103,44
4820381,61,152,21,112,58
4820428,61,162,11,112,64
4820435,59,138,34,113,50
4820574,68,162,14,108,59
4820591,63,157,22,116,59
4820605,66,146,42,122,51
4820853,69,154,12,97,54
4820907,64,147,41,124,52
4821215,68,151,26,109,52
4821229,66,151,29,114,54
4821604,74,148,30,104,47
4821616,71,161,33,123,57
4821679,63,162,14,113,62
4821925,62,151,14,103,56
4822097,66,160,28,122,59
4822209,56,144,29,117,55
4822331,64,148,22,106,53
4822405,59,154,17,112,60
4822603,70,154,41,125,53
4822635,58,153,33,128,60
4822689,65,143,39,117,49
4822725,65,156,31,122,58
4823021,64,158,16,110,59
4823066,67,147,18,98,51
4823271,69,149,38,118,51
4823497,66,141,41,116,48
4823593,68,162,21,115,59
4823695,64,158,38,132,59
4823829,74,146,19,91,45
4823945,61,162,7,108,64
4824164,69,152,19,102,52
4824200,66,154,30,118,55
4824382,69,147,29,107,49
4824439,75,144,10,79,44
4824471,71,165,29,123,59
4824566,71,144,52,125,46
4824710,70,148,40,118,49
4824828,58,148,29,119,57
4824835,68,148,46,126,51
4824856,70,145,34,109,48
4824872,62,157,17,112,60
4825007,71,159,21,109,55
4825248,64,159,13,108,60
4825756,65,156,28,119,58
4825947,68,146,39,117,49
4825950,74,146,29,101,45
4826003,68,147,24,103,50
4826090,49,140,26,117,58
4826157,63,152,16,105,56
4826339,68,147,31,110,50
4826429,73,153,23,103,51
4826654,73,151,26,104,49
4826722,61,150,33,122,56
4826758,66,154,24,112,55
4826897,65,149,43,127,53
4826951,69,141,21,93,45
4827208,60,150,31,121,57
4827230,62,141,32,111,50
4827277,71,159,40,128,55
4827344,70,145,38,113,48
4827425,61,160,22,121,62
4827721,63,153,19,109,57
4827749,64,152,40,128,55
4828045,66,161,14,109,60
4828139,58,157,18,117,62
4828323,70,142,21,93,45
4828395,64,154,21,111,57
4828531,69,152,24,107,52
4828626,67,152,29,114,54
4828724,62,146,29,113,53
4829051,65,148,35,118,52
4829387,71,143,32,104,45
4829538,58,148,34,124,57
4829546,66,139,32,105,46
4829627,64,143,41,120,50
4829639,51,146,22,117,60
4829731,69,132,62,125,40
4829862,61,139,35,113,49
4830383,69,152,17,100,52
4830446,53,143,23,113,57
4830608,69,157,22,110,55
4830641,67,156,31,120,56
4830779,68,147,28,107,50
4831161,55,154,13,112,62
4831218,69,152,28,111,52
4831233,69,157,25,113,55
4831266,68,148,44,124,51
4831513,64,159,25,120,60
4831606,49,154,22,127,66
4831612,63,146,21,104,52
4831694,71,151,44,124,51
4831773,65,143,37,115,49
4831830,49,128,36,115,50
4831967,60,154,22,116,59
4832143,63,147,39,123,53
4832182,64,147,36,119,52
4832293,63,167,14,118,65
4832441,58,143,24,109,54
4832486,67,145,32,110,49
4832506,66,151,21,106,54
4832772,65,156,23,114,58
4832789,67,136,46,115,44
4832891,68,151,22,105,52
4832996,60,160,16,116,63
4833023,71,151,29,109,51
4833124,69,154,27,112,54
4833288,59,143,46,130,53
4833380,69,153,13,97,53
4833528,61,157,30,126,61
4833567,68,167,19,118,62
4833753,79,153,32,106,47
4833785,58,154,34,130,61
4833954,71,154,19,102,52
4834170,63,152,23,112,56
4834234,69,152,33,116,52
4835009,64,153,24,113,56
4835045,55,134,54,133,50
4835140,56,146,24,114,57
4835168,67,151,36,120,53
4835289,52,147,25,120,60
4835386,71,144,33,106,46
4835416,74,148,34,108,47
4835420,57,148,34,125,58
4835437,66,151,34,119,54
4835479,64,154,23,113,57
4836052,59,166,1,108,68
4836222,69,165,25,121,61
4836263,73,151,30,108,49
4836347,70,142,43,115,45
4836350,64,159,28,123,60
4837411,63,148,34,119,54
4837517,71,151,22,102,51
4837649,67,158,21,112,58
4837714,69,147,24,102,49
4837762,49,149,30,130,63
4838115,63,151,31,119,55
4838164,72,135,54,117,40
4838406,66,165,15,114,62
4838549,62,156,27,121,59
4838783,68,146,31,109,49
4839117,63,157,21,115,59
4839241,66,161,27,122,60
4839493,72,136,35,99,41
4839507,66,161,16,111,60
4839650,68,146,36,114,49
4839749,62,157,20,115,60
4839766,72,144,53,125,45
4839792,67,156,19,108,56
4839837,69,153,31,115,53
4839851,61,160,16,115,62
4839938,61,152,28,119,58
4840182,69,154,29,114,54
4840321,62,157,24,119,60
4840947,58,146,32,120,55
4840950,64,152,28,116,55
4841234,63,169,16,122,67
4841278,71,154,18,101,52
4841447,66,149,32,115,52
4841577,69,154,26,111,54
4841586,72,144,33,105,45
4841660,66,156,18,108,57
4841897,63,146,40,123,52
4841920,51,156,28,133,66
4842144,57,167,17,127,69
4842873,69,157,21,109,55
4842936,70,145,30,105,48
4843081,62,156,32,126,59
4843141,63,152,28,117,56
4843280,67,156,24,113,56
4843421,66,154,14,102,55
4843520,66,149,18,101,52
4843551,71,159,38,126,55
4843690,51,139,35,123,55
4843701,67,156,30,119,56
4843883,69,149,44,124,51
4844161,64,149,25,110,54
4844640,59,154,35,130,60
4844877,69,149,35,115,51
4844886,66,157,22,113,58
4844928,63,157,20,114,59
4845031,61,160,18,117,62
4845125,59,149,35,125,57
4845243,72,156,31,115,53
4845298,61,150,27,116,56
4845397,49,144,38,133,60
4845456,66,146,39,119,51
4845621,71,159,33,121,55
4845692,60,151,26,117,58
4845795,67,145,62,140,49
4845885,62,158,23,119,61
4846345,61,167,4,110,67
4846358,72,146,15,89,47
4846637,71,159,25,113,55
4846857,63,152,15,104,56
4846884,73,142,48,117,44
4846976,65,165,21,121,63
4847036,46,151,41,146,66
4847140,68,153,28,113,54
4847168,68,156,13,101,55
4847308,70,145,25,100,48
4847323,57,156,16,115,62
4847416,64,154,26,116,57
4847479,70,144,22,96,47
4847769,71,149,16,94,49
4847797,74,149,32,107,48
4847949,62,150,28,116,55
4847957,61,167,14,120,67
4848109,66,144,31,109,49
4848335,50,139,39,128,56
4848372,60,164,8,112,65
4848448,74,141,23,90,42
4848602,61,155,19,113,59
4848705,58,147,39,128,56
4848879,56,160,7,111,65
4849173,69,152,27,110,52
4849252,63,164,23,124,64
4849316,64,169,11,116,66
4849337,68,152,32,116,53
4849622,68,157,22,111,56
4849680,62,151,38,127,56
4849707,58,157,20,119,62
4849778,66,154,40,128,55
4850013,74,149,36,111,48
4850046,67,152,38,123,54
4850108,66,160,29,123,59
4850159,66,145,41,120,50
4850209,73,161,40,128,55
4850280,61,165,15,119,65
4850405,69,143,42,116,47
4850418,66,154,22,110,55
4850516,61,146,33,118,54
4850672,59,154,23,118,60
4850689,61,144,30,113,52
4851048,74,146,32,104,45
4851297,71,144,16,89,46
4851471,56,162,13,119,67
4851617,69,149,44,124,51
4852148,60,145,25,110,54
4852154,71,151,42,122,51
4852220,59,148,37,126,56
4852338,66,140,42,116,47
4852411,59,139,54,134,51
4852621,71,151,25,105,51
4852907,48,138,36,126,57
4853090,72,146,29,103,47
4853105,69,157,26,114,55
4853133,61,160,12,111,62
4853514,69,147,20,98,49
4854030,68,147,36,115,50
4854077,51,135,26,110,53
4854146,60,170,3,113,69
4854152,69,153,19,103,53
4854181,54,158,28,132,65
4854288,71,149,39,117,49
4854309,66,151,13,98,54
4854511,62,142,42,122,51
4854637,65,159,22,116,59
4854651,69,153,33,117,53
4854919,74,148,14,88,47
4854925,65,159,33,127,59
4854976,61,156,19,114,60
4855542,74,152,30,108,49
4855705,58,149,36,127,58
4855733,69,148,28,107,50
4855757,68,156,25,113,55
4855865,61,144,39,122,52
4855981,64,164,19,119,63
4855997,71,161,27,117,57
4856704,56,145,40,129,56
4856847,61,160,10,109,62
4856909,63,148,30,115,54
4857179,56,140,27,111,53
4857318,61,151,39,129,57
4857392,77,150,64,137,46
4857430,56,152,34,130,61
4857697,56,152,33,129,61
4857703,64,152,26,114,55
4857822,69,152,44,127,52
4857964,64,147,27,110,52
4858199,42,181,13,152,88
4858387,68,151,26,109,52
4858458,71,160,27,116,56
4858500,72,151,37,116,50
4858671,61,151,33,123,57
4858729,58,147,28,117,56
4858808,65,159,21,115,59
4858967,74,163,51,140,56
4858989,70,142,48,120,45
4859045,66,146,46,126,51
4859185,65,150,36,121,54
4859308,62,140,24,102,49
4859547,69,154,44,129,54
4859918,72,156,25,109,53
4860028,53,152,31,130,62
4860157,72,141,51,120,44
4860207,71,144,25,98,46
4860340,66,156,21,111,57
4860450,66,155,21,110,56
4860562,65,149,43,127,53
4860687,66,154,36,124,55
4860745,66,151,32,117,54
4860758,74,146,38,110,45
4860763,69,157,20,108,55
4860800,61,167,10,116,67
4860916,69,142,41,114,46
4861341,70,145,26,101,48
4861416,61,150,25,114,56
4862286,65,139,31,105,47
4862295,67,142,23,98,48
4862328,58,143,36,121,54
4862419,70,145,33,108,48
4862454,68,156,11,99,55
4862718,68,151,35,118,52
4862969,71,149,31,109,49
4863076,75,138,29,92,40
4863440,59,149,18,108,57
4863533,60,151,36,127,58
4863742,66,151,20,105,54
4863811,63,152,22,111,56
4863930,67,156,15,104,56
4863986,69,149,37,117,51
4864049,72,152,29,109,51
4864307,63,141,39,117,49
4864400,62,152,25,115,57
4864497,73,151,27,105,49
4864576,72,139,34,101,42
4864593,64,149,44,129,54
4864677,66,139,25,98,46
4864720,65,159,15,109,59
4864798,72,152,28,108,51
4864864,56,145,34,123,56
4864888,55,154,27,126,62
4865134,69,154,23,108,54
4865221,64,138,47,121,47
4865266,66,157,21,112,58
4865301,66,149,36,119,52
4865480,63,152,12,101,56
4865639,63,151,30,118,55
4865653,60,143,37,120,52
4865702,61,152,30,121,58
4865715,64,147,1,84,52
4865895,59,142,29,112,52
4865956,65,156,27,118,58
4865972,66,151,30,115,54
4866148,70,145,27,102,48
4866467,64,147,26,109,52
4866708,62,150,32,120,55
4866786,78,147,35,104,44
4866840,67,146,20,99,50
4866942,68,157,15,104,56
4867000,64,144,31,111,51
4867159,68,147,41,120,50
4867350,71,154,15,98,52
4867373,61,149,28,116,55
4867433,67,163,14,110,61
4867504,75,138,31,94,40
4867579,58,142,46,130,53
4867582,74,152,34,112,49
4867878,67,156,24,113,56
4867906,66,157,26,117,58
4868197,66,146,32,112,51
4868229,41,146,36,141,66
4868410,71,149,35,113,49
4868426,65,145,44,124,51
4868620,64,143,41,120,50
4868727,66,146,42,122,51
4869151,66,154,36,124,55
4869179,63,162,20,119,62
4869423,63,157,29,123,59
4869539,66,160,31,125,59
4869624,64,142,46,124,49
4869858,64,149,20,105,54
4870124,60,165,17,122,66
4870288,67,146,19,98,50
4870556,76,151,42,117,48
4870682,66,162,23,119,61
4870925,66,161,16,111,60
4871117,69,148,23,102,50
4871191,67,147,41,121,51
4871448,72,146,36,110,47
4871510,61,155,14,108,59
4871542,63,157,23,117,59
4871599,71,138,37,104,42
4871696,58,149,37,128,58
4871766,61,144,36,119,52
4872063,74,147,22,95,46
4872228,66,156,12,102,57
4872290,69,143,43,117,47
4872308,71,159,4,92,55
4872330,61,157,24,120,61
4872395,72,156,21,105,53
4872420,77,146,41,110,44
4872502,63,159,34,130,61
4872700,69,148,32,111,50
4872801,66,162,19,115,61
4872819,56,155,25,124,62
4872832,66,149,9,92,52
4872854,67,146,15,94,50
4872893,67,140,57,130,46
4872921,63,141,22,100,49
4873134,74,146,42,114,45
4873155,60,160,21,121,63
4873284,69,157,10,98,55
4873409,61,149,30,118,55
4873546,63,148,32,117,54
4873668,66,154,21,109,55
4873814,63,157,36,130,59
4874291,66,154,26,114,55
4874315,66,161,11,106,60
4874373,70,139,39,108,44
4874543,54,144,39,129,57
4874565,69,154,21,106,54
4874899,60,165,14,119,66
4875173,72,152,27,107,51
4875252,70,159,22,111,56
4875382,66,144,29,107,49
4875453,64,142,43,121,49
4875521,61,152,44,135,58
4875674,68,156,30,118,55
4875734,69,141,30,102,45
4875867,67,146,31,110,50
4876137,71,161,14,104,57
4876198,71,143,34,106,45
4876594,60,172,15,127,71
4876809,74,148,24,98,47
4876891,67,156,45,134,56
4876929,66,155,33,122,56
4877070,68,156,21,109,55
4877268,63,153,16,106,57
4877614,68,151,22,105,52
4877802,62,157,24,119,60
4878149,63,162,16,115,62
4878210,68,146,37,115,49
4878255,63,152,17,106,56
4878508,73,146,27,100,46
4878824,60,145,39,124,54
4878965,58,154,5,101,61
4879216,69,157,29,117,55
4879243,66,154,25,113,55
4879517,67,156,27,116,56
4879558,67,150,34,117,52
4879618,67,145,30,108,49
4879670,53,138,60,145,54
4879983,76,156,33,113,51
4879999,69,153,14,98,53
4880020,59,153,31,125,59
4880037,66,155,34,123,56
4880107,64,139,28,103,48
4880270,68,152,34,118,53
4880284,58,147,23,112,56
4880500,62,157,34,129,60
4880606,68,151,24,107,52
4880796,67,158,14,105,58
4880841,62,151,31,120,56
4880935,58,149,34,125,58
4880990,68,156,29,117,55
4881088,68,156,25,113,55
4881096,69,154,11,96,54
4881154,66,149,23,106,52
4881300,64,152,33,121,55
4881517,61,165,13,117,65
4881777,66,157,22,113,58
4881907,72,146,20,94,47
4881983,69,148,39,118,50
4881999,63,158,23,118,60
4882019,60,145,32,117,54
4882188,70,143,35,108,46
4882246,55,138,32,115,52
4882304,69,157,10,98,55
4882382,69,157,19,107,55
4882867,66,144,44,122,49
4882890,67,152,30,115,54
4882930,55,165,19,129,69
4883136,56,155,16,115,62
4883208,70,145,27,102,48
4883295,58,147,41,130,56
4883555,69,152,29,112,52
4883615,58,148,35,125,57
4883673,61,146,36,121,54
4884007,66,145,41,120,50
4884254,62,157,21,116,60
4884613,66,156,20,110,57
4884646,65,148,19,102,52
4884697,66,150,38,122,53
4884988,79,174,59,154,60
4885149,66,160,4,98,59
4885166,70,145,41,116,48
4885306,71,151,26,106,51
4885431,72,146,21,95,47
4885632,70,144,30,104,47
4885654,61,162,15,116,64
4885780,64,153,24,113,56
4885791,50,151,26,127,64
4885800,71,156,18,103,54
4885838,71,149,40,118,49
4886009,67,156,30,119,56
4886106,68,146,44,122,49
4886211,69,137,36,104,43
4886235,77,145,26,94,43
4886498,66,161,15,110,60
4886588,58,163,17,122,66
4886713,62,157,25,120,60
4886738,62,151,26,115,56
4886854,62,157,16,111,60
4886893,74,149,13,88,48
4886949,92,170,65,143,49
4887146,67,146,32,111,50
4887152,68,151,27,110,52
4887175,63,148,27,112,54
4887229,68,147,34,113,50
4887434,71,151,18,98,51
4887535,63,151,24,112,55
4887682,68,148,29,109,51
4887712,70,145,19,94,48
4887785,74,148,34,108,47
4887870,69,169,22,122,63
4887925,68,146,36,114,49
4888038,67,152,48,133,54
4888097,66,140,31,105,47
4888186,71,149,34,112,49
4888195,72,155,16,99,52
4888217,66,151,13,98,54
4888364,72,141,29,98,44
4888421,57,148,34,125,58
4888449,62,150,31,119,55
4888466,62,140,34,112,49
4888537,66,141,31,106,48
4888690,60,144,43,127,53
4888748,49,144,29,124,60
4888939,63,152,25,114,56
4888968,67,162,24,119,60
4889070,68,151,21,104,52
4889294,67,162,22,117,60
4889593,66,144,38,116,49
4889662,61,161,33,133,63
4890094,71,154,11,94,52
4890122,70,149,20,99,50
4890295,63,157,22,116,59
4890390,68,157,28,117,56
4890401,61,134,32,105,46
4890419,48,149,11,112,64
4890487,69,154,19,104,54
4890507,65,144,47,126,50
4890721,66,156,23,113,57
4891189,69,157,14,102,55
4891190,65,156,15,106,58
4891239,61,160,22,121,62
4891361,62,157,36,131,60
4891399,73,151,31,109,49
4891424,67,152,42,127,54
4891469,72,151,22,101,50
4891481,74,147,48,121,46
4891641,62,158,7,103,61
4891704,64,147,55,138,52
4891802,63,153,26,116,57
4891850,65,149,43,127,53
4891922,65,150,39,124,54
4892035,66,151,23,108,54
4892170,74,143,29,98,44
4892306,61,151,36,126,57
4892402,63,151,7,95,55
4892586,63,152,27,116,56
4892595,68,151,27,110,52
4892717,57,142,52,137,54
4892763,58,149,29,120,58
4892774,64,143,41,120,50
4892979,47,157,18,128,69
4893119,58,149,29,120,58
4893125,69,144,31,106,48
4893193,69,144,46,121,48
4893243,66,157,23,114,58
4893435,63,152,34,123,56
4893806,69,157,11,99,55
4894091,69,152,24,107,52
4894171,61,144,35,118,52
4894272,69,154,19,104,54
4894607,68,146,33,111,49
4894661,63,143,54,134,51
4894781,71,154,23,106,52
4894860,69,152,32,115,52
4895069,64,154,27,117,57
4895217,72,156,14,98,53
4895347,66,151,16,101,54
4895405,68,151,28,111,52
4895470,70,144,44,118,47
4895504,68,156,18,106,55
4895842,69,157,14,102,55
4895940,68,151,21,104,52
4896032,73,157,21,105,53
4896164,66,151,29,114,54
4896173,66,162,26,122,61
4896351,74,154,27,107,51
4896406,71,135,28,92,41
4896485,69,159,20,110,57
4896533,75,169,24,118,59
4896609,68,142,28,102,47
4896707,66,157,29,120,58
4896986,65,156,31,122,58
4897178,69,148,34,113,50
4897218,61,149,44,132,55
4897249,60,154,29,123,59
4897270,54,149,20,115,60
4897360,66,154,31,119,55
4897387,71,156,24,109,54
4897640,71,151,20,100,51
4897685,48,153,28,133,66
4897731,64,159,21,116,60
4897886,66,149,26,109,52
4897956,64,159,22,117,60
4898151,72,156,22,106,53
4898182,71,146,28,103,48
4898392,72,151,30,109,50
4898571,55,156,26,127,64
4898681,72,150,36,114,49
4898973,63,157,34,128,59
4899358,66,144,41,119,49
4899740,58,147,16,105,56
4899768,62,158,9,105,61
4899818,61,162,18,119,64
4900088,73,146,39,112,46
4900237,66,162,15,111,61
4900574,71,138,22,89,42
4900762,68,156,27,115,55
4901146,63,152,24,113,56
4901455,58,153,21,116,60
4901499,61,162,17,118,64
4901643,54,144,20,110,57
4901727,71,151,38,118,51
4901866,72,146,13,87,47
4901932,64,143,41,120,50
4902052,61,151,26,116,57
4902075,65,156,15,106,58
4902162,63,153,12,102,57
4902245,72,140,14,82,43
4902280,68,151,28,111,52
4902350,69,153,61,145,53
4902373,63,152,24,113,56
4902537,63,151,35,123,55
4903227,66,160,14,108,59
4903452,61,145,43,127,53
4903958,71,160,9,98,56
4904054,64,154,29,119,57
4904224,72,146,25,99,47
4904304,65,149,27,111,53
4904412,58,154,22,118,61
4904518,58,154,18,114,61
4904867,72,156,17,101,53
4905078,63,146,38,121,52
4905099,53,152,19,118,62
4905585,69,154,31,116,54
4905767,64,154,24,114,57
4905964,68,146,32,110,49
4906121,68,156,40,128,55
4906133,69,147,32,110,49
4906149,55,150,29,124,60
4906210,68,151,27,110,52
4906312,56,146,42,132,57
4906488,67,145,34,112,49
4906562,71,144,46,119,46
4906774,68,147,25,104,50
4906791,62,157,25,120,60
4906904,56,140,28,112,53
4907174,66,151,30,115,54
4907191,63,136,43,116,46
4907555,65,140,32,107,48
4907599,63,167,20,124,65
4907631,64,142,22,100,49
4907865,66,134,36,104,43
4908139,72,152,42,122,51
4908244,61,152,32,123,58
4908289,56,145,38,127,56
4908341,66,157,31,122,58
4908451,68,151,11,94,52
4908531,62,145,29,112,52
4908683,62,142,36,116,51
4908966,71,149,19,97,49
4909051,66,151,22,107,54
4909393,67,146,23,102,50
4909445,33,124,30,121,58
4909463,66,160,29,123,59
4909480,62,151,38,127,56
4909729,65,165,30,130,63
4909731,61,149,31,119,55
4909935,64,149,32,117,54
4910053,70,153,39,122,52
4910158,61,152,39,130,58
4910241,66,157,38,129,58
4910259,66,140,28,102,47
4910419,66,154,26,114,55
4910454,68,151,28,111,52
4910510,73,146,51,124,46
4910599,55,146,31,122,58
4910718,69,153,22,106,53
4910879,63,159,26,122,61
4910924,66,160,24,118,59
4910952,72,146,34,108,47
4911057,66,145,46,125,50
4911070,68,153,36,121,54
4911128,76,144,46,114,43
4911156,66,151,23,108,54
4911189,65,140,40,115,48
4911227,58,148,38,128,57
4911400,67,146,28,107,50
4911548,72,146,28,102,47
4911677,74,152,22,100,49
4911798,63,143,34,114,51
4911917,58,148,33,123,57
4911936,71,151,12,92,51
4912586,65,139,47,121,47
4912717,60,160,22,122,63
4912758,69,152,29,112,52
4912780,68,146,29,107,49
4912852,61,160,19,118,62
4912965,71,154,22,105,52
4912982,68,151,23,106,52
4913397,69,148,26,105,50
4913403,66,154,19,107,55
4914112,63,162,15,114,62
4914228,63,151,29,117,55
4914420,61,150,24,113,56
4914746,63,146,28,111,52
4914933,69,159,17,107,57
4914970,67,150,33,116,52
4915038,68,156,25,113,55
4915108,68,148,36,116,51
4915492,66,156,15,105,57
4915520,61,157,29,125,61
4915582,67,152,32,117,54
4915628,64,149,37,122,54
4915826,73,142,43,112,44
4915985,63,162,18,117,62
4916032,61,155,25,119,59
4916093,74,154,22,102,51
4916115,74,149,48,123,48
4916343,77,176,47,146,62
4916485,63,153,30,120,57
4916658,63,157,25,119,59
4916799,72,146,40,114,47
4917107,58,152,30,124,59
4917126,63,148,45,130,54
4917183,61,155,20,114,59
4917348,63,147,19,103,53
4917668,64,154,28,118,57
4917750,68,156,33,121,55
4917773,63,168,13,118,66
4917788,71,151,17,97,51
4917862,72,156,18,102,53
4918430,71,145,34,108,47
4918506,73,151,27,105,49
4918652,66,151,23,108,54
4918809,68,156,19,107,55
4918817,64,147,23,106,52
4918845,68,148,39,119,51
4918973,67,156,20,109,56
4918996,71,149,23,101,49
4919095,71,144,37,110,46
4919124,65,150,30,115,54
4919250,68,157,31,120,56
4919455,63,154,34,125,58
4919461,68,143,49,124,48
4919768,73,151,29,107,49
4919993,71,140,33,102,44
4920080,79,143,33,97,41
4920203,61,162,25,126,64
4920289,50,149,40,139,62
4920290,69,154,18,103,54
4920330,68,164,26,122,61
4920529,69,142,46,119,46
4920531,65,155,42,132,57
4920573,68,162,21,115,59
4920626,65,150,21,106,54
4920655,61,149,25,113,55
4920724,73,153,33,113,51
4921013,62,157,17,112,60
4921217,74,152,22,100,49
4921421,69,153,28,112,53
4921667,72,155,22,105,52
4921725,71,161,24,114,57
4921834,62,150,30,118,55
4922322,69,136,37,104,42
4922499,72,155,4,87,52
4922698,67,147,36,116,51
4922740,71,146,29,104,48
4922794,74,148,47,121,47
4922833,65,145,46,126,51
4922857,58,162,27,131,65
4922948,71,160,12,101,56
4922954,70,148,33,111,49
4923034,66,144,31,109,49
4923225,61,150,29,118,56
4923276,69,147,27,105,49
4923321,65,156,20,111,58
4923384,68,156,25,113,55
4923571,67,156,21,110,56
4923675,57,145,45,133,55
4923728,63,146,43,126,52
4923767,90,170,60,140,51
4923789,71,143,29,101,45
4924006,72,135,41,104,40
4924071,59,144,29,114,54
4924214,65,148,34,117,52
4924401,64,159,27,122,60
4924487,71,151,30,110,51
4924542,66,149,29,112,52
4924629,64,148,29,113,53
4924631,66,154,23,111,55
4924647,66,146,44,124,51
4924664,69,153,28,112,53
4925103,60,160,16,116,63
4925167,61,160,16,115,62
4925212,69,148,42,121,50
4925285,66,146,39,119,51
4925307,60,150,39,129,57
4925342,66,145,24,103,50
4925355,72,136,46,110,41
4925413,64,148,43,127,53
4925659,63,147,30,114,53
4925864,70,144,31,105,47
4925917,67,155,35,123,55
4926098,73,146,42,115,46
4926640,71,149,31,109,49
4926702,68,153,28,113,54
4926841,69,147,32,110,49
4927025,60,155,37,132,60
4927281,68,143,47,122,48
4927439,66,149,54,137,52
4927494,63,151,35,123,55
4927521,69,152,26,109,52
4927658,61,150,26,115,56
4927872,71,144,28,101,46
4928015,59,148,25,114,56
4928047,71,151,27,107,51
4928216,65,132,41,108,42
4928282,61,157,16,112,61
4928300,67,141,47,121,47
4928435,60,145,34,119,54
4928456,68,152,23,107,53
4928591,66,167,19,120,64
4928708,63,143,34,114,51
4928730,69,153,22,106,53
4928827,65,150,34,119,54
4929067,70,143,34,107,46
4929327,71,144,34,107,46
4929339,69,141,21,93,45
4929648,65,153,35,123,55
4929687,69,152,32,115,52
4930254,70,142,57,129,45
4930414,71,151,37,117,51
4930506,62,142,31,111,51
4930767,55,146,31,122,58
4931105,57,151,31,125,59
4931149,75,147,44,116,45
4931192,64,137,46,119,46
4931464,68,146,46,124,49
4931523,61,149,35,123,55
4931601,74,148,39,113,47
4931625,69,153,34,118,53
4931648,63,152,22,111,56
4931800,55,149,32,126,59
4931846,65,150,32,117,54
4931881,68,157,23,112,56
4931951,58,146,19,107,55
4932005,62,158,23,119,61
4932018,66,146,20,100,51
4932092,62,145,43,126,52
4932271,60,151,31,122,58
4932501,53,148,43,138,60
4932560,64,154,12,102,57
4932716,70,154,35,119,53
4932980,79,157,23,101,49
4933024,61,167,7,113,67
4933081,58,154,34,130,61
4933141,72,151,17,96,50
4933258,72,151,30,109,50
4933274,62,157,17,112,60
4933291,68,151,21,104,52
4933302,56,155,14,113,62
4933656,66,162,24,120,61
4933667,65,148,20,103,52
4934292,68,151,21,104,52
4934348,70,145,24,99,48
4934387,68,141,41,114,46
4934436,66,157,20,111,58
4934480,63,158,16,111,60
4934500,71,151,28,108,51
4934524,63,157,18,112,59
4934640,66,149,28,111,52
4934685,66,149,12,95,52
4934830,64,148,22,106,53
4935176,60,154,26,120,59
4935352,71,160,14,103,56
4935369,66,156,19,109,57
4935403,66,151,29,114,54
4935428,74,143,39,108,44
4935456,67,157,47,137,57
4935563,64,159,34,129,60
4935618,61,160,16,115,62
4935657,63,153,35,125,57
4935795,72,151,36,115,50
4935840,69,159,26,116,57
4935961,69,137,49,117,43
4935999,71,161,26,116,57
4936113,65,150,41,126,54
4936264,66,151,25,110,54
4936483,62,142,42,122,51
4936651,69,159,33,123,57
4936712,65,159,37,131,59
4936901,75,144,29,98,44
4937235,69,148,26,105,50
4937267,63,157,27,121,59
4937323,68,151,31,114,52
4937386,54,148,44,138,59
4937515,71,161,11,101,57
4937607,71,146,35,110,48
4937921,74,146,41,113,45
4937957,66,155,49,138,56
4938053,67,152,40,125,54
4938145,71,149,15,93,49
4938158,63,157,18,112,59
4938191,68,152,45,129,53
4938277,69,157,26,114,55
4938401,70,148,40,118,49
4938578,68,167,20,119,62
4938583,64,147,28,111,52
4938673,57,147,31,121,57
4938770,66,146,41,121,51
4939001,63,152,28,117,56
4939025,59,138,23,102,50
4939060,56,167,42,153,70
4939093,60,149,38,127,56
4939213,68,156,30,118,55
4939365,74,152,20,98,49
4939406,63,147,26,110,53
4939485,69,157,24,112,55
4939549,62,145,31,114,52
4939726,62,153,22,113,58
4939803,58,147,40,129,56
4940049,71,145,46,120,47
4940271,60,143,43,126,52
4940285,56,145,34,123,56
4940355,57,146,36,125,56
4940413,75,144,33,102,44
4940525,68,152,27,111,53
4940641,68,147,39,118,50
4940815,68,151,20,103,52
4940980,68,156,34,122,55
4941110,60,138,29,107,49
4941155,63,147,38,122,53
4941270,64,154,19,109,57
4941685,65,148,40,123,52
4941715,68,143,47,122,48
4941773,71,145,28,102,47
4941956,69,154,9,94,54
4942007,67,141,51,125,47
4942120,58,141,20,103,52
4942165,71,161,13,103,57
4942254,66,157,27,118,58
4942318,66,156,23,113,57
4942392,68,142,42,116,47
4942540,71,149,33,111,49
4942652,68,162,10,104,59
4942891,66,161,12,107,60
4943023,63,152,18,107,56
4943030,64,149,34,119,54
4943059,61,152,29,120,58
4943086,66,146,32,112,51
4943345,61,151,21,111,57
4943511,65,145,25,105,51
4943604,63,151,17,105,55
4943884,61,156,20,115,60
4943901,62,150,21,109,55
4944394,66,156,31,121,57
4944429,61,151,24,114,57
4944625,73,151,27,105,49
4944800,65,159,34,128,59
4944965,59,154,26,121,60
4944998,61,141,44,124,51
4945063,56,157,18,119,64
4945074,62,146,41,125,53
4945127,71,144,30,103,46
4945211,70,145,35,110,48
4945228,61,152,32,123,58
4945498,67,146,29,108,50
4945515,55,156,22,123,64
4945547,66,154,25,113,55
4945564,56,145,33,122,56
4945713,63,152,34,123,56
4945738,62,150,32,120,55
